Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M09	49.929
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M08	138.605
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M07	108.236
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M06	63.548
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M05	35.640
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M04	30.585
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M03	20.384
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M02	15.022
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M01	14.221
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M12	15.839
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M11	16.653
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M10	26.620
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M09	55.506
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M08	142.859
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M07	123.926
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M06	66.227
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M05	34.197
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M04	28.090
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M03	28.578
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M02	14.260
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2018M01	14.226
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M12	18.676
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M11	16.485
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M10	25.084
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M09	57.573
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M08	157.568
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M07	128.600
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M06	58.671
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M05	31.512
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M04	35.446
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M03	15.462
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M02	12.881
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2017M01	11.984
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M12	14.725
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M11	13.123
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M10	25.831
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M09	51.953
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M08	163.214
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M07	134.484
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M06	73.854
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M05	34.840
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M04	23.087
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M03	21.976
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M02	12.337
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2016M01	12.216
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M12	13.219
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M11	13.666
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M10	23.896
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M09	51.071
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M08	166.534
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M07	134.432
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M06	79.410
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M05	30.979
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M04	26.819
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M03	19.870
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M02	14.087
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2015M01	15.084
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M12	16.108
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M11	15.603
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M10	22.731
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M09	55.748
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M08	171.341
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M07	125.706
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M06	71.492
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M05	30.533
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M04	31.564
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M03	16.537
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M02	11.769
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2014M01	11.384
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M12	12.069
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M11	13.651
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M10	22.432
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M09	59.520
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M08	189.340
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M07	121.771
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M06	73.545
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M05	31.694
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M04	18.920
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M03	17.233
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M02	8.806
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2013M01	9.229
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M12	8.710
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M11	11.771
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M10	18.426
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M09	53.728
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M08	163.223
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M07	118.746
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M06	62.499
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M05	28.130
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M04	22.889
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M03	15.436
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M02	9.708
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2012M01	10.716
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M12	11.782
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M11	12.165
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M10	20.886
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M09	60.350
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M08	159.424
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M07	119.403
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M06	75.595
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M05	32.859
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M04	35.756
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M03	18.568
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M02	13.166
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2011M01	11.880
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M12	14.455
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M11	15.328
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M10	29.093
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M09	71.537
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M08	150.203
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M07	125.513
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M06	65.070
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M05	26.581
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M04	24.318
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M03	17.335
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M02	10.493
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2010M01	10.680
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M12	12.852
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M11	12.439
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M10	23.476
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M09	46.278
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M08	142.809
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M07	116.348
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M06	71.983
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M05	26.788
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M04	26.449
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M03	15.355
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M02	12.046
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2009M01	11.913
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M12	13.247
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M11	12.482
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M10	26.850
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M09	59.166
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M08	150.728
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M07	133.766
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M06	62.567
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M05	29.676
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M04	17.711
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M03	23.286
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M02	12.761
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2008M01	11.950
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M12	12.811
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M11	12.908
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M10	28.293
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M09	69.404
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M08	143.089
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M07	109.367
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M06	61.082
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M05	33.410
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M04	34.739
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M03	13.370
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M02	10.519
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2007M01	9.061
