Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2001M01	312
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M12	250
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M11	238
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M10	620
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M09	1.388
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M08	1.916
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M07	1.854
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M06	1.020
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M05	562
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M04	616
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M03	342
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M02	160
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2000M01	328
National Total	14 Murcia, Región de	Overnight stays	Total		2025M08	150.328
National Total	14 Murcia, Región de	Overnight stays	Total		2025M07	102.873
National Total	14 Murcia, Región de	Overnight stays	Total		2025M06	73.578
National Total	14 Murcia, Región de	Overnight stays	Total		2025M05	33.809
National Total	14 Murcia, Región de	Overnight stays	Total		2025M04	27.141
National Total	14 Murcia, Región de	Overnight stays	Total		2025M03	19.665
National Total	14 Murcia, Región de	Overnight stays	Total		2025M02	18.634
National Total	14 Murcia, Región de	Overnight stays	Total		2025M01	14.687
National Total	14 Murcia, Región de	Overnight stays	Total		2024M12	22.250
National Total	14 Murcia, Región de	Overnight stays	Total		2024M11	28.714
National Total	14 Murcia, Región de	Overnight stays	Total		2024M10	41.853
National Total	14 Murcia, Región de	Overnight stays	Total		2024M09	58.908
National Total	14 Murcia, Región de	Overnight stays	Total		2024M08	180.661
National Total	14 Murcia, Región de	Overnight stays	Total		2024M07	141.342
National Total	14 Murcia, Región de	Overnight stays	Total		2024M06	72.467
National Total	14 Murcia, Región de	Overnight stays	Total		2024M05	43.483
National Total	14 Murcia, Región de	Overnight stays	Total		2024M04	32.987
National Total	14 Murcia, Región de	Overnight stays	Total		2024M03	47.355
National Total	14 Murcia, Región de	Overnight stays	Total		2024M02	34.470
National Total	14 Murcia, Región de	Overnight stays	Total		2024M01	25.959
National Total	14 Murcia, Región de	Overnight stays	Total		2023M12	28.160
National Total	14 Murcia, Región de	Overnight stays	Total		2023M11	36.590
National Total	14 Murcia, Región de	Overnight stays	Total		2023M10	55.753
National Total	14 Murcia, Región de	Overnight stays	Total		2023M09	73.366
National Total	14 Murcia, Región de	Overnight stays	Total		2023M08	202.463
National Total	14 Murcia, Región de	Overnight stays	Total		2023M07	149.285
National Total	14 Murcia, Región de	Overnight stays	Total		2023M06	83.773
National Total	14 Murcia, Región de	Overnight stays	Total		2023M05	54.954
National Total	14 Murcia, Región de	Overnight stays	Total		2023M04	52.039
National Total	14 Murcia, Región de	Overnight stays	Total		2023M03	33.034
National Total	14 Murcia, Región de	Overnight stays	Total		2023M02	28.749
National Total	14 Murcia, Región de	Overnight stays	Total		2023M01	27.620
National Total	14 Murcia, Región de	Overnight stays	Total		2022M12	31.428
National Total	14 Murcia, Región de	Overnight stays	Total		2022M11	32.259
National Total	14 Murcia, Región de	Overnight stays	Total		2022M10	47.500
National Total	14 Murcia, Región de	Overnight stays	Total		2022M09	57.485
National Total	14 Murcia, Región de	Overnight stays	Total		2022M08	202.736
National Total	14 Murcia, Región de	Overnight stays	Total		2022M07	162.676
National Total	14 Murcia, Región de	Overnight stays	Total		2022M06	89.573
National Total	14 Murcia, Región de	Overnight stays	Total		2022M05	58.792
National Total	14 Murcia, Región de	Overnight stays	Total		2022M04	59.254
National Total	14 Murcia, Región de	Overnight stays	Total		2022M03	39.788
National Total	14 Murcia, Región de	Overnight stays	Total		2022M02	35.170
National Total	14 Murcia, Región de	Overnight stays	Total		2022M01	32.704
National Total	14 Murcia, Región de	Overnight stays	Total		2021M12	34.452
National Total	14 Murcia, Región de	Overnight stays	Total		2021M11	36.122
National Total	14 Murcia, Región de	Overnight stays	Total		2021M10	60.548
National Total	14 Murcia, Región de	Overnight stays	Total		2021M09	71.914
National Total	14 Murcia, Región de	Overnight stays	Total		2021M08	185.668
National Total	14 Murcia, Región de	Overnight stays	Total		2021M07	140.918
National Total	14 Murcia, Región de	Overnight stays	Total		2021M06	60.591
National Total	14 Murcia, Región de	Overnight stays	Total		2021M05	26.497
National Total	14 Murcia, Región de	Overnight stays	Total		2021M04	18.135
National Total	14 Murcia, Región de	Overnight stays	Total		2021M03	18.021
National Total	14 Murcia, Región de	Overnight stays	Total		2021M02	13.353
National Total	14 Murcia, Región de	Overnight stays	Total		2021M01	11.474
National Total	14 Murcia, Región de	Overnight stays	Total		2020M12	11.782
National Total	14 Murcia, Región de	Overnight stays	Total		2020M11	12.761
National Total	14 Murcia, Región de	Overnight stays	Total		2020M10	18.321
National Total	14 Murcia, Región de	Overnight stays	Total		2020M09	32.797
National Total	14 Murcia, Región de	Overnight stays	Total		2020M08	104.164
National Total	14 Murcia, Región de	Overnight stays	Total		2020M07	71.350
National Total	14 Murcia, Región de	Overnight stays	Total		2020M06	18.481
National Total	14 Murcia, Región de	Overnight stays	Total		2020M05	4.662
National Total	14 Murcia, Región de	Overnight stays	Total		2020M04	0
National Total	14 Murcia, Región de	Overnight stays	Total		2020M03	16.404
National Total	14 Murcia, Región de	Overnight stays	Total		2020M02	32.852
National Total	14 Murcia, Región de	Overnight stays	Total		2020M01	27.399
National Total	14 Murcia, Región de	Overnight stays	Total		2019M12	27.686
National Total	14 Murcia, Región de	Overnight stays	Total		2019M11	36.042
National Total	14 Murcia, Región de	Overnight stays	Total		2019M10	48.325
National Total	14 Murcia, Región de	Overnight stays	Total		2019M09	77.122
National Total	14 Murcia, Región de	Overnight stays	Total		2019M08	169.730
National Total	14 Murcia, Región de	Overnight stays	Total		2019M07	133.100
National Total	14 Murcia, Región de	Overnight stays	Total		2019M06	88.908
National Total	14 Murcia, Región de	Overnight stays	Total		2019M05	53.017
National Total	14 Murcia, Región de	Overnight stays	Total		2019M04	50.931
National Total	14 Murcia, Región de	Overnight stays	Total		2019M03	44.310
National Total	14 Murcia, Región de	Overnight stays	Total		2019M02	35.342
National Total	14 Murcia, Región de	Overnight stays	Total		2019M01	28.711
National Total	14 Murcia, Región de	Overnight stays	Total		2018M12	26.279
National Total	14 Murcia, Región de	Overnight stays	Total		2018M11	39.662
National Total	14 Murcia, Región de	Overnight stays	Total		2018M10	56.473
National Total	14 Murcia, Región de	Overnight stays	Total		2018M09	82.648
National Total	14 Murcia, Región de	Overnight stays	Total		2018M08	179.571
National Total	14 Murcia, Región de	Overnight stays	Total		2018M07	155.716
National Total	14 Murcia, Región de	Overnight stays	Total		2018M06	97.291
National Total	14 Murcia, Región de	Overnight stays	Total		2018M05	53.601
National Total	14 Murcia, Región de	Overnight stays	Total		2018M04	48.552
National Total	14 Murcia, Región de	Overnight stays	Total		2018M03	52.467
National Total	14 Murcia, Región de	Overnight stays	Total		2018M02	33.172
National Total	14 Murcia, Región de	Overnight stays	Total		2018M01	26.951
National Total	14 Murcia, Región de	Overnight stays	Total		2017M12	28.951
National Total	14 Murcia, Región de	Overnight stays	Total		2017M11	41.430
National Total	14 Murcia, Región de	Overnight stays	Total		2017M10	53.901
National Total	14 Murcia, Región de	Overnight stays	Total		2017M09	83.242
National Total	14 Murcia, Región de	Overnight stays	Total		2017M08	189.984
National Total	14 Murcia, Región de	Overnight stays	Total		2017M07	159.896
National Total	14 Murcia, Región de	Overnight stays	Total		2017M06	82.156
National Total	14 Murcia, Región de	Overnight stays	Total		2017M05	49.419
National Total	14 Murcia, Región de	Overnight stays	Total		2017M04	57.968
National Total	14 Murcia, Región de	Overnight stays	Total		2017M03	45.139
National Total	14 Murcia, Región de	Overnight stays	Total		2017M02	34.694
National Total	14 Murcia, Región de	Overnight stays	Total		2017M01	25.687
National Total	14 Murcia, Región de	Overnight stays	Total		2016M12	26.602
National Total	14 Murcia, Región de	Overnight stays	Total		2016M11	36.558
National Total	14 Murcia, Región de	Overnight stays	Total		2016M10	56.336
National Total	14 Murcia, Región de	Overnight stays	Total		2016M09	77.076
National Total	14 Murcia, Región de	Overnight stays	Total		2016M08	198.223
National Total	14 Murcia, Región de	Overnight stays	Total		2016M07	166.072
National Total	14 Murcia, Región de	Overnight stays	Total		2016M06	93.393
National Total	14 Murcia, Región de	Overnight stays	Total		2016M05	52.876
National Total	14 Murcia, Región de	Overnight stays	Total		2016M04	45.725
National Total	14 Murcia, Región de	Overnight stays	Total		2016M03	52.963
National Total	14 Murcia, Región de	Overnight stays	Total		2016M02	35.310
National Total	14 Murcia, Región de	Overnight stays	Total		2016M01	26.763
National Total	14 Murcia, Región de	Overnight stays	Total		2015M12	25.922
National Total	14 Murcia, Región de	Overnight stays	Total		2015M11	37.586
National Total	14 Murcia, Región de	Overnight stays	Total		2015M10	46.266
National Total	14 Murcia, Región de	Overnight stays	Total		2015M09	73.234
National Total	14 Murcia, Región de	Overnight stays	Total		2015M08	198.744
National Total	14 Murcia, Región de	Overnight stays	Total		2015M07	166.496
National Total	14 Murcia, Región de	Overnight stays	Total		2015M06	102.443
National Total	14 Murcia, Región de	Overnight stays	Total		2015M05	46.229
National Total	14 Murcia, Región de	Overnight stays	Total		2015M04	47.229
National Total	14 Murcia, Región de	Overnight stays	Total		2015M03	48.405
National Total	14 Murcia, Región de	Overnight stays	Total		2015M02	33.715
National Total	14 Murcia, Región de	Overnight stays	Total		2015M01	28.527
National Total	14 Murcia, Región de	Overnight stays	Total		2014M12	25.262
National Total	14 Murcia, Región de	Overnight stays	Total		2014M11	32.743
National Total	14 Murcia, Región de	Overnight stays	Total		2014M10	43.063
National Total	14 Murcia, Región de	Overnight stays	Total		2014M09	74.513
National Total	14 Murcia, Región de	Overnight stays	Total		2014M08	209.139
National Total	14 Murcia, Región de	Overnight stays	Total		2014M07	155.817
National Total	14 Murcia, Región de	Overnight stays	Total		2014M06	90.252
National Total	14 Murcia, Región de	Overnight stays	Total		2014M05	43.031
National Total	14 Murcia, Región de	Overnight stays	Total		2014M04	51.309
National Total	14 Murcia, Región de	Overnight stays	Total		2014M03	49.406
National Total	14 Murcia, Región de	Overnight stays	Total		2014M02	30.419
National Total	14 Murcia, Región de	Overnight stays	Total		2014M01	24.961
National Total	14 Murcia, Región de	Overnight stays	Total		2013M12	23.389
National Total	14 Murcia, Región de	Overnight stays	Total		2013M11	33.112
National Total	14 Murcia, Región de	Overnight stays	Total		2013M10	44.875
National Total	14 Murcia, Región de	Overnight stays	Total		2013M09	75.666
National Total	14 Murcia, Región de	Overnight stays	Total		2013M08	232.154
National Total	14 Murcia, Región de	Overnight stays	Total		2013M07	156.247
National Total	14 Murcia, Región de	Overnight stays	Total		2013M06	89.322
National Total	14 Murcia, Región de	Overnight stays	Total		2013M05	39.471
National Total	14 Murcia, Región de	Overnight stays	Total		2013M04	28.254
National Total	14 Murcia, Región de	Overnight stays	Total		2013M03	35.935
National Total	14 Murcia, Región de	Overnight stays	Total		2013M02	21.232
National Total	14 Murcia, Región de	Overnight stays	Total		2013M01	17.845
National Total	14 Murcia, Región de	Overnight stays	Total		2012M12	14.816
National Total	14 Murcia, Región de	Overnight stays	Total		2012M11	22.197
National Total	14 Murcia, Región de	Overnight stays	Total		2012M10	29.868
National Total	14 Murcia, Región de	Overnight stays	Total		2012M09	66.549
National Total	14 Murcia, Región de	Overnight stays	Total		2012M08	197.390
National Total	14 Murcia, Región de	Overnight stays	Total		2012M07	131.833
National Total	14 Murcia, Región de	Overnight stays	Total		2012M06	73.913
National Total	14 Murcia, Región de	Overnight stays	Total		2012M05	34.902
National Total	14 Murcia, Región de	Overnight stays	Total		2012M04	29.876
National Total	14 Murcia, Región de	Overnight stays	Total		2012M03	32.294
National Total	14 Murcia, Región de	Overnight stays	Total		2012M02	17.520
National Total	14 Murcia, Región de	Overnight stays	Total		2012M01	16.370
National Total	14 Murcia, Región de	Overnight stays	Total		2011M12	16.409
National Total	14 Murcia, Región de	Overnight stays	Total		2011M11	17.736
National Total	14 Murcia, Región de	Overnight stays	Total		2011M10	30.770
National Total	14 Murcia, Región de	Overnight stays	Total		2011M09	69.613
National Total	14 Murcia, Región de	Overnight stays	Total		2011M08	179.869
National Total	14 Murcia, Región de	Overnight stays	Total		2011M07	131.969
National Total	14 Murcia, Región de	Overnight stays	Total		2011M06	82.844
National Total	14 Murcia, Región de	Overnight stays	Total		2011M05	39.657
National Total	14 Murcia, Región de	Overnight stays	Total		2011M04	43.701
National Total	14 Murcia, Región de	Overnight stays	Total		2011M03	30.144
National Total	14 Murcia, Región de	Overnight stays	Total		2011M02	20.808
National Total	14 Murcia, Región de	Overnight stays	Total		2011M01	17.475
National Total	14 Murcia, Región de	Overnight stays	Total		2010M12	19.468
National Total	14 Murcia, Región de	Overnight stays	Total		2010M11	20.684
National Total	14 Murcia, Región de	Overnight stays	Total		2010M10	34.873
National Total	14 Murcia, Región de	Overnight stays	Total		2010M09	80.084
National Total	14 Murcia, Región de	Overnight stays	Total		2010M08	168.250
National Total	14 Murcia, Región de	Overnight stays	Total		2010M07	137.485
National Total	14 Murcia, Región de	Overnight stays	Total		2010M06	71.742
National Total	14 Murcia, Región de	Overnight stays	Total		2010M05	33.031
National Total	14 Murcia, Región de	Overnight stays	Total		2010M04	29.984
National Total	14 Murcia, Región de	Overnight stays	Total		2010M03	24.865
National Total	14 Murcia, Región de	Overnight stays	Total		2010M02	16.640
National Total	14 Murcia, Región de	Overnight stays	Total		2010M01	14.437
National Total	14 Murcia, Región de	Overnight stays	Total		2009M12	17.517
National Total	14 Murcia, Región de	Overnight stays	Total		2009M11	17.168
National Total	14 Murcia, Región de	Overnight stays	Total		2009M10	28.506
National Total	14 Murcia, Región de	Overnight stays	Total		2009M09	53.578
National Total	14 Murcia, Región de	Overnight stays	Total		2009M08	166.216
National Total	14 Murcia, Región de	Overnight stays	Total		2009M07	132.119
National Total	14 Murcia, Región de	Overnight stays	Total		2009M06	82.152
National Total	14 Murcia, Región de	Overnight stays	Total		2009M05	34.615
National Total	14 Murcia, Región de	Overnight stays	Total		2009M04	35.418
National Total	14 Murcia, Región de	Overnight stays	Total		2009M03	23.241
National Total	14 Murcia, Región de	Overnight stays	Total		2009M02	17.958
National Total	14 Murcia, Región de	Overnight stays	Total		2009M01	18.084
National Total	14 Murcia, Región de	Overnight stays	Total		2008M12	18.420
National Total	14 Murcia, Región de	Overnight stays	Total		2008M11	17.910
National Total	14 Murcia, Región de	Overnight stays	Total		2008M10	34.737
National Total	14 Murcia, Región de	Overnight stays	Total		2008M09	67.424
National Total	14 Murcia, Región de	Overnight stays	Total		2008M08	165.883
National Total	14 Murcia, Región de	Overnight stays	Total		2008M07	145.983
National Total	14 Murcia, Región de	Overnight stays	Total		2008M06	70.326
National Total	14 Murcia, Región de	Overnight stays	Total		2008M05	39.192
National Total	14 Murcia, Región de	Overnight stays	Total		2008M04	26.436
National Total	14 Murcia, Región de	Overnight stays	Total		2008M03	35.215
National Total	14 Murcia, Región de	Overnight stays	Total		2008M02	25.267
National Total	14 Murcia, Región de	Overnight stays	Total		2008M01	22.075
National Total	14 Murcia, Región de	Overnight stays	Total		2007M12	19.441
National Total	14 Murcia, Región de	Overnight stays	Total		2007M11	18.691
National Total	14 Murcia, Región de	Overnight stays	Total		2007M10	37.447
National Total	14 Murcia, Región de	Overnight stays	Total		2007M09	79.601
National Total	14 Murcia, Región de	Overnight stays	Total		2007M08	158.900
National Total	14 Murcia, Región de	Overnight stays	Total		2007M07	124.801
National Total	14 Murcia, Región de	Overnight stays	Total		2007M06	72.407
National Total	14 Murcia, Región de	Overnight stays	Total		2007M05	42.345
National Total	14 Murcia, Región de	Overnight stays	Total		2007M04	42.291
National Total	14 Murcia, Región de	Overnight stays	Total		2007M03	20.698
National Total	14 Murcia, Región de	Overnight stays	Total		2007M02	18.803
National Total	14 Murcia, Región de	Overnight stays	Total		2007M01	15.702
National Total	14 Murcia, Región de	Overnight stays	Total		2006M12	18.222
National Total	14 Murcia, Región de	Overnight stays	Total		2006M11	18.676
National Total	14 Murcia, Región de	Overnight stays	Total		2006M10	32.299
National Total	14 Murcia, Región de	Overnight stays	Total		2006M09	84.304
National Total	14 Murcia, Región de	Overnight stays	Total		2006M08	167.707
National Total	14 Murcia, Región de	Overnight stays	Total		2006M07	140.215
National Total	14 Murcia, Región de	Overnight stays	Total		2006M06	63.780
National Total	14 Murcia, Región de	Overnight stays	Total		2006M05	35.946
National Total	14 Murcia, Región de	Overnight stays	Total		2006M04	35.194
National Total	14 Murcia, Región de	Overnight stays	Total		2006M03	24.553
National Total	14 Murcia, Región de	Overnight stays	Total		2006M02	17.096
National Total	14 Murcia, Región de	Overnight stays	Total		2006M01	20.276
National Total	14 Murcia, Región de	Overnight stays	Total		2005M12	18.535
National Total	14 Murcia, Región de	Overnight stays	Total		2005M11	18.524
National Total	14 Murcia, Región de	Overnight stays	Total		2005M10	40.284
National Total	14 Murcia, Región de	Overnight stays	Total		2005M09	87.092
National Total	14 Murcia, Región de	Overnight stays	Total		2005M08	173.720
National Total	14 Murcia, Región de	Overnight stays	Total		2005M07	159.361
National Total	14 Murcia, Región de	Overnight stays	Total		2005M06	109.770
National Total	14 Murcia, Región de	Overnight stays	Total		2005M05	62.172
National Total	14 Murcia, Región de	Overnight stays	Total		2005M04	46.516
National Total	14 Murcia, Región de	Overnight stays	Total		2005M03	43.821
National Total	14 Murcia, Región de	Overnight stays	Total		2005M02	22.656
National Total	14 Murcia, Región de	Overnight stays	Total		2005M01	15.492
National Total	14 Murcia, Región de	Overnight stays	Total		2004M12	16.451
National Total	14 Murcia, Región de	Overnight stays	Total		2004M11	18.124
National Total	14 Murcia, Región de	Overnight stays	Total		2004M10	32.383
National Total	14 Murcia, Región de	Overnight stays	Total		2004M09	107.447
National Total	14 Murcia, Región de	Overnight stays	Total		2004M08	179.011
National Total	14 Murcia, Región de	Overnight stays	Total		2004M07	155.171
National Total	14 Murcia, Región de	Overnight stays	Total		2004M06	92.106
National Total	14 Murcia, Región de	Overnight stays	Total		2004M05	52.023
National Total	14 Murcia, Región de	Overnight stays	Total		2004M04	62.595
National Total	14 Murcia, Región de	Overnight stays	Total		2004M03	25.198
National Total	14 Murcia, Región de	Overnight stays	Total		2004M02	20.977
National Total	14 Murcia, Región de	Overnight stays	Total		2004M01	20.625
National Total	14 Murcia, Región de	Overnight stays	Total		2003M12	21.843
National Total	14 Murcia, Región de	Overnight stays	Total		2003M11	19.184
National Total	14 Murcia, Región de	Overnight stays	Total		2003M10	36.280
National Total	14 Murcia, Región de	Overnight stays	Total		2003M09	120.708
National Total	14 Murcia, Región de	Overnight stays	Total		2003M08	198.947
National Total	14 Murcia, Región de	Overnight stays	Total		2003M07	173.527
National Total	14 Murcia, Región de	Overnight stays	Total		2003M06	85.752
National Total	14 Murcia, Región de	Overnight stays	Total		2003M05	47.698
National Total	14 Murcia, Región de	Overnight stays	Total		2003M04	61.684
National Total	14 Murcia, Región de	Overnight stays	Total		2003M03	33.349
National Total	14 Murcia, Región de	Overnight stays	Total		2003M02	23.895
National Total	14 Murcia, Región de	Overnight stays	Total		2003M01	23.164
National Total	14 Murcia, Región de	Overnight stays	Total		2002M12	24.476
National Total	14 Murcia, Región de	Overnight stays	Total		2002M11	26.510
National Total	14 Murcia, Región de	Overnight stays	Total		2002M10	35.765
National Total	14 Murcia, Región de	Overnight stays	Total		2002M09	128.215
National Total	14 Murcia, Región de	Overnight stays	Total		2002M08	192.083
National Total	14 Murcia, Región de	Overnight stays	Total		2002M07	175.195
National Total	14 Murcia, Región de	Overnight stays	Total		2002M06	111.902
National Total	14 Murcia, Región de	Overnight stays	Total		2002M05	38.099
National Total	14 Murcia, Región de	Overnight stays	Total		2002M04	41.836
National Total	14 Murcia, Región de	Overnight stays	Total		2002M03	45.187
National Total	14 Murcia, Región de	Overnight stays	Total		2002M02	19.073
National Total	14 Murcia, Región de	Overnight stays	Total		2002M01	20.856
National Total	14 Murcia, Región de	Overnight stays	Total		2001M12	21.884
National Total	14 Murcia, Región de	Overnight stays	Total		2001M11	22.800
National Total	14 Murcia, Región de	Overnight stays	Total		2001M10	42.910
National Total	14 Murcia, Región de	Overnight stays	Total		2001M09	124.905
National Total	14 Murcia, Región de	Overnight stays	Total		2001M08	192.105
National Total	14 Murcia, Región de	Overnight stays	Total		2001M07	162.198
National Total	14 Murcia, Región de	Overnight stays	Total		2001M06	86.646
National Total	14 Murcia, Región de	Overnight stays	Total		2001M05	44.175
National Total	14 Murcia, Región de	Overnight stays	Total		2001M04	58.816
National Total	14 Murcia, Región de	Overnight stays	Total		2001M03	23.479
National Total	14 Murcia, Región de	Overnight stays	Total		2001M02	19.234
National Total	14 Murcia, Región de	Overnight stays	Total		2001M01	17.486
National Total	14 Murcia, Región de	Overnight stays	Total		2000M12	18.155
National Total	14 Murcia, Región de	Overnight stays	Total		2000M11	19.710
National Total	14 Murcia, Región de	Overnight stays	Total		2000M10	32.302
National Total	14 Murcia, Región de	Overnight stays	Total		2000M09	103.236
National Total	14 Murcia, Región de	Overnight stays	Total		2000M08	197.462
National Total	14 Murcia, Región de	Overnight stays	Total		2000M07	177.051
National Total	14 Murcia, Región de	Overnight stays	Total		2000M06	86.902
National Total	14 Murcia, Región de	Overnight stays	Total		2000M05	36.585
National Total	14 Murcia, Región de	Overnight stays	Total		2000M04	58.676
National Total	14 Murcia, Región de	Overnight stays	Total		2000M03	23.571
National Total	14 Murcia, Región de	Overnight stays	Total		2000M02	16.834
National Total	14 Murcia, Región de	Overnight stays	Total		2000M01	14.878
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M08	132.659
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M07	90.590
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M06	61.057
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M05	26.508
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M04	20.577
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M03	9.663
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M02	9.910
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2025M01	9.816
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M12	13.253
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M11	14.549
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M10	19.988
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M09	39.722
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M08	144.009
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M07	113.987
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M06	52.455
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M05	27.880
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M04	18.823
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M03	29.391
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M02	22.420
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2024M01	16.271
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M12	19.266
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M11	20.519
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M10	32.743
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M09	50.698
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M08	167.321
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M07	125.308
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M06	65.200
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M05	38.288
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M04	36.078
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M03	18.185
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M02	16.535
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2023M01	17.147
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M12	23.454
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M11	18.634
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M10	26.908
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M09	43.045
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M08	163.681
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M07	137.529
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M06	69.713
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M05	39.073
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M04	44.458
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M03	22.858
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M02	21.453
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2022M01	20.291
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M12	22.656
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M11	20.226
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M10	37.276
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M09	54.169
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M08	164.803
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M07	128.167
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M06	54.247
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M05	23.221
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M04	15.682
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M03	13.784
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M02	11.348
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2021M01	9.395
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M12	9.807
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M11	11.146
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M10	14.966
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M09	29.220
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M08	95.021
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M07	65.465
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M06	17.681
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M05	.
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M04	0
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M03	9.483
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M02	16.453
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2020M01	15.163
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M12	17.839
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M11	15.960
National Total	14 Murcia, Región de	Overnight stays	Total	Residents in Spain	2019M10	20.174
