Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M11	20.806
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M10	26.390
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M09	25.543
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M08	32.599
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M07	32.871
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M06	30.061
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M05	24.797
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M04	26.215
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M03	17.333
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M02	17.143
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2022M01	14.754
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M12	23.540
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M11	21.576
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M10	28.651
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M09	25.020
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M08	36.325
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M07	33.778
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M06	22.641
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M05	27.567
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M04	23.752
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M03	29.527
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M02	13.218
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2021M01	13.173
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M12	21.718
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M11	15.426
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M10	9.515
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M09	12.069
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M08	30.384
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M07	27.518
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M06	17.458
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M05	2.177
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M04	.
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M03	4.483
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M02	17.365
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2020M01	11.967
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M12	30.569
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M11	23.456
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M10	25.017
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M09	23.376
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M08	35.213
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M07	31.004
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M06	26.654
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M05	22.063
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M04	24.084
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M03	24.273
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M02	20.086
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2019M01	15.497
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M12	31.437
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M11	21.772
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M10	24.582
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M09	23.357
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M08	35.230
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M07	31.337
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M06	24.732
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M05	18.459
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M04	20.680
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M03	22.337
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M02	19.025
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2018M01	17.903
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M12	29.214
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M11	19.905
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M10	23.493
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M09	24.011
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M08	32.408
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M07	26.663
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M06	24.667
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M05	19.768
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M04	26.274
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M03	19.410
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M02	17.625
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2017M01	16.719
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M12	24.830
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M11	19.658
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M10	24.597
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M09	23.595
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M08	32.085
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M07	26.679
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M06	19.585
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M05	19.431
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M04	18.652
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M03	22.960
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M02	14.791
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2016M01	16.114
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M12	20.097
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M11	16.887
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M10	21.191
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M09	19.351
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M08	23.139
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M07	21.835
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M06	17.734
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M05	16.015
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M04	18.016
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M03	14.284
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M02	13.057
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2015M01	11.658
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M12	17.388
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M11	12.110
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M10	12.567
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M09	15.909
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M08	27.207
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M07	21.969
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M06	17.513
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M05	18.751
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M04	18.866
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M03	13.784
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M02	13.550
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2014M01	12.575
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M12	17.534
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M11	15.498
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M10	15.771
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M09	15.790
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M08	25.212
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M07	21.002
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M06	18.396
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M05	15.126
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M04	12.643
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M03	21.146
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M02	12.399
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2013M01	11.224
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M12	20.274
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M11	16.150
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M10	17.939
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M09	18.238
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M08	27.822
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M07	28.206
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M06	19.912
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M05	16.165
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M04	25.590
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M03	18.230
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M02	16.202
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2012M01	13.741
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M12	19.144
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M11	16.150
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M10	20.683
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M09	19.663
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M08	31.649
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M07	21.512
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M06	17.356
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M05	16.975
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M04	18.482
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M03	15.013
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M02	15.272
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2011M01	12.109
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M12	23.924
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M11	14.284
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M10	19.643
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M09	14.730
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M08	25.926
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M07	18.259
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M06	15.588
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M05	13.531
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M04	13.909
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M03	14.359
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M02	14.951
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2010M01	10.336
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M12	20.961
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M11	15.572
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M10	18.334
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M09	17.779
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M08	26.404
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M07	18.645
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M06	14.505
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M05	15.015
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M04	17.377
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M03	15.368
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M02	12.829
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2009M01	9.806
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M12	19.192
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M11	17.386
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M10	16.487
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M09	14.775
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M08	21.983
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M07	19.540
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M06	16.132
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M05	17.620
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M04	15.117
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M03	22.569
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M02	16.258
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2008M01	13.207
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M12	19.882
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M11	20.485
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M10	18.068
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M09	15.371
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M08	24.695
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M07	21.585
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M06	16.565
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M05	16.388
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M04	25.382
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M03	17.985
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M02	15.869
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2007M01	13.389
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M12	22.010
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M11	16.243
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M10	19.943
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M09	14.650
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M08	19.193
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M07	17.312
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M06	13.701
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M05	15.190
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M04	21.956
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M03	14.776
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M02	12.009
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2006M01	10.649
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M12	13.823
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M11	11.657
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M10	13.426
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M09	10.767
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M08	17.380
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M07	11.926
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M06	8.631
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M05	9.153
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M04	7.314
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M03	13.140
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M02	9.247
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2005M01	8.186
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M12	13.051
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M11	10.418
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M10	12.661
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M09	8.543
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M08	10.835
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M07	11.953
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M06	8.707
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M05	9.064
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M04	11.707
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M03	12.771
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M02	10.149
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2004M01	7.875
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M12	14.695
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M11	10.267
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M10	9.668
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M09	10.882
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M08	14.934
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M07	11.992
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M06	7.495
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M05	10.237
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M04	12.049
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M03	11.518
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M02	9.191
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2003M01	7.615
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M12	11.538
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M11	11.538
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M10	12.164
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M09	9.698
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M08	17.068
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M07	11.160
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M06	7.111
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M05	10.913
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M04	7.211
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M03	13.184
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M02	9.615
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2002M01	6.854
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M12	14.115
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M11	10.784
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M10	10.694
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M09	7.704
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M08	15.401
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M07	10.735
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M06	6.622
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M05	6.578
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M04	12.329
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M03	8.356
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M02	9.381
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2001M01	7.462
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M08	28.201
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M07	22.313
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M06	25.336
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M05	21.700
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M04	19.259
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M03	16.442
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M02	15.142
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M01	15.820
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M12	23.081
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M11	20.727
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M10	20.606
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M09	20.190
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M08	28.498
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M07	25.133
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M06	24.798
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M05	21.103
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M04	17.949
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M03	19.768
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M02	18.274
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M01	12.925
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M12	24.111
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M11	15.262
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M10	20.707
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M09	22.802
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M08	26.665
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M07	24.059
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M06	24.201
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M05	18.376
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M04	22.169
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M03	15.636
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M02	14.309
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M01	12.215
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M12	21.790
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M11	19.553
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M10	24.321
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M09	24.100
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M08	29.308
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M07	30.469
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M06	27.400
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M05	23.206
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M04	24.849
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M03	16.756
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M02	16.524
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M01	14.160
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M12	22.543
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M11	19.939
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M10	25.968
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M09	22.334
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M08	33.742
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M07	31.063
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M06	20.290
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M05	25.542
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M04	22.486
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M03	28.504
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M02	13.068
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M01	12.410
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M12	20.163
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M11	.
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M10	9.072
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M09	11.187
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M08	28.179
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M07	25.679
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M06	17.098
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M05	.
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M04	.
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M03	4.271
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M02	16.506
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M01	11.587
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M12	29.556
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M11	22.574
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M10	23.599
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M09	19.711
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M08	32.574
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M07	29.560
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M06	24.765
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M05	21.056
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M04	23.197
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M03	23.531
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M02	19.654
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M01	15.099
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M12	29.662
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M11	21.233
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M10	23.182
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M09	21.518
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M08	30.789
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M07	28.942
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M06	23.370
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M05	17.618
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M04	19.525
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M03	20.751
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M02	18.417
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M01	17.482
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M12	27.672
