Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M09	4.530
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M08	4.919
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M07	4.221
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M06	2.393
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2021M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M09	204
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M08	1.548
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2020M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M09	4.918
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M08	5.861
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M07	5.320
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M05	3.347
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M04	3.457
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M03	1.867
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2019M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2018M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2017M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2016M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2015M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2014M01	.
National Total	05 Canarias	Guests	Total		2025M09	.
National Total	05 Canarias	Guests	Total		2025M08	.
National Total	05 Canarias	Guests	Total		2025M07	.
National Total	05 Canarias	Guests	Total		2025M06	.
National Total	05 Canarias	Guests	Total		2025M05	.
National Total	05 Canarias	Guests	Total		2025M04	.
National Total	05 Canarias	Guests	Total		2025M03	.
National Total	05 Canarias	Guests	Total		2025M02	.
National Total	05 Canarias	Guests	Total		2025M01	.
National Total	05 Canarias	Guests	Total		2024M12	4.108
National Total	05 Canarias	Guests	Total		2024M11	3.586
National Total	05 Canarias	Guests	Total		2024M10	3.282
National Total	05 Canarias	Guests	Total		2024M09	3.930
National Total	05 Canarias	Guests	Total		2024M08	3.997
National Total	05 Canarias	Guests	Total		2024M07	3.595
National Total	05 Canarias	Guests	Total		2024M06	4.088
National Total	05 Canarias	Guests	Total		2024M05	4.358
National Total	05 Canarias	Guests	Total		2024M04	4.313
National Total	05 Canarias	Guests	Total		2024M03	3.953
National Total	05 Canarias	Guests	Total		2024M02	4.930
National Total	05 Canarias	Guests	Total		2024M01	4.074
National Total	05 Canarias	Guests	Total		2023M12	5.071
National Total	05 Canarias	Guests	Total		2023M11	4.523
National Total	05 Canarias	Guests	Total		2023M10	2.966
National Total	05 Canarias	Guests	Total		2023M09	2.603
National Total	05 Canarias	Guests	Total		2023M08	2.281
National Total	05 Canarias	Guests	Total		2023M07	2.411
National Total	05 Canarias	Guests	Total		2023M06	2.321
National Total	05 Canarias	Guests	Total		2023M05	2.683
National Total	05 Canarias	Guests	Total		2023M04	2.754
National Total	05 Canarias	Guests	Total		2023M03	4.124
National Total	05 Canarias	Guests	Total		2023M02	3.136
National Total	05 Canarias	Guests	Total		2023M01	4.215
National Total	05 Canarias	Guests	Total		2022M12	3.751
National Total	05 Canarias	Guests	Total		2022M11	3.198
National Total	05 Canarias	Guests	Total		2022M10	2.428
National Total	05 Canarias	Guests	Total		2022M09	2.281
National Total	05 Canarias	Guests	Total		2022M08	1.859
National Total	05 Canarias	Guests	Total		2022M07	1.925
National Total	05 Canarias	Guests	Total		2022M06	1.339
National Total	05 Canarias	Guests	Total		2022M05	2.046
National Total	05 Canarias	Guests	Total		2022M04	2.286
National Total	05 Canarias	Guests	Total		2022M03	2.868
National Total	05 Canarias	Guests	Total		2022M02	2.945
National Total	05 Canarias	Guests	Total		2022M01	2.657
National Total	05 Canarias	Guests	Total		2021M12	2.551
National Total	05 Canarias	Guests	Total		2021M11	2.167
National Total	05 Canarias	Guests	Total		2021M10	1.786
National Total	05 Canarias	Guests	Total		2021M09	1.454
National Total	05 Canarias	Guests	Total		2021M08	1.209
National Total	05 Canarias	Guests	Total		2021M07	857
National Total	05 Canarias	Guests	Total		2021M06	663
National Total	05 Canarias	Guests	Total		2021M05	925
National Total	05 Canarias	Guests	Total		2021M04	779
National Total	05 Canarias	Guests	Total		2021M03	912
National Total	05 Canarias	Guests	Total		2021M02	941
National Total	05 Canarias	Guests	Total		2021M01	1.052
National Total	05 Canarias	Guests	Total		2020M12	1.227
National Total	05 Canarias	Guests	Total		2020M11	.
National Total	05 Canarias	Guests	Total		2020M10	774
National Total	05 Canarias	Guests	Total		2020M09	683
National Total	05 Canarias	Guests	Total		2020M08	968
National Total	05 Canarias	Guests	Total		2020M07	657
National Total	05 Canarias	Guests	Total		2020M06	174
National Total	05 Canarias	Guests	Total		2020M05	.
National Total	05 Canarias	Guests	Total		2020M04	.
National Total	05 Canarias	Guests	Total		2020M03	905
National Total	05 Canarias	Guests	Total		2020M02	3.070
National Total	05 Canarias	Guests	Total		2020M01	3.167
National Total	05 Canarias	Guests	Total		2019M12	2.968
National Total	05 Canarias	Guests	Total		2019M11	3.024
National Total	05 Canarias	Guests	Total		2019M10	2.285
National Total	05 Canarias	Guests	Total		2019M09	1.989
National Total	05 Canarias	Guests	Total		2019M08	2.055
National Total	05 Canarias	Guests	Total		2019M07	1.699
National Total	05 Canarias	Guests	Total		2019M06	1.907
National Total	05 Canarias	Guests	Total		2019M05	2.138
National Total	05 Canarias	Guests	Total		2019M04	2.752
National Total	05 Canarias	Guests	Total		2019M03	3.904
National Total	05 Canarias	Guests	Total		2019M02	4.031
National Total	05 Canarias	Guests	Total		2019M01	3.631
National Total	05 Canarias	Guests	Total		2018M12	3.646
National Total	05 Canarias	Guests	Total		2018M11	4.351
National Total	05 Canarias	Guests	Total		2018M10	2.659
National Total	05 Canarias	Guests	Total		2018M09	2.099
National Total	05 Canarias	Guests	Total		2018M08	2.053
National Total	05 Canarias	Guests	Total		2018M07	1.571
National Total	05 Canarias	Guests	Total		2018M06	1.841
National Total	05 Canarias	Guests	Total		2018M05	1.709
National Total	05 Canarias	Guests	Total		2018M04	2.522
National Total	05 Canarias	Guests	Total		2018M03	3.437
National Total	05 Canarias	Guests	Total		2018M02	2.871
National Total	05 Canarias	Guests	Total		2018M01	3.205
National Total	05 Canarias	Guests	Total		2017M12	3.381
National Total	05 Canarias	Guests	Total		2017M11	3.233
National Total	05 Canarias	Guests	Total		2017M10	2.256
National Total	05 Canarias	Guests	Total		2017M09	2.108
National Total	05 Canarias	Guests	Total		2017M08	2.177
National Total	05 Canarias	Guests	Total		2017M07	1.670
National Total	05 Canarias	Guests	Total		2017M06	1.563
National Total	05 Canarias	Guests	Total		2017M05	1.628
National Total	05 Canarias	Guests	Total		2017M04	.
National Total	05 Canarias	Guests	Total		2017M03	.
National Total	05 Canarias	Guests	Total		2017M02	.
National Total	05 Canarias	Guests	Total		2017M01	.
National Total	05 Canarias	Guests	Total		2016M12	.
National Total	05 Canarias	Guests	Total		2016M11	.
National Total	05 Canarias	Guests	Total		2016M10	.
