Provinces	Travellers and overnight stays	Residence	Periodo	Total
02 Albacete	Overnight stays	Residents in Spain	2023M01	2.360
02 Albacete	Overnight stays	Residents in Spain	2022M12	3.363
02 Albacete	Overnight stays	Residents in Spain	2022M11	2.713
02 Albacete	Overnight stays	Residents in Spain	2022M10	4.737
02 Albacete	Overnight stays	Residents in Spain	2022M09	2.908
02 Albacete	Overnight stays	Residents in Spain	2022M08	6.683
02 Albacete	Overnight stays	Residents in Spain	2022M07	6.234
02 Albacete	Overnight stays	Residents in Spain	2022M06	4.536
02 Albacete	Overnight stays	Residents in Spain	2022M05	2.783
02 Albacete	Overnight stays	Residents in Spain	2022M04	5.261
02 Albacete	Overnight stays	Residents in Spain	2022M03	1.963
02 Albacete	Overnight stays	Residents in Spain	2022M02	1.466
02 Albacete	Overnight stays	Residents in Spain	2022M01	1.267
02 Albacete	Overnight stays	Residents in Spain	2021M12	.
02 Albacete	Overnight stays	Residents in Spain	2021M11	.
02 Albacete	Overnight stays	Residents in Spain	2021M10	4.144
02 Albacete	Overnight stays	Residents in Spain	2021M09	3.307
02 Albacete	Overnight stays	Residents in Spain	2021M08	8.970
02 Albacete	Overnight stays	Residents in Spain	2021M07	5.419
02 Albacete	Overnight stays	Residents in Spain	2021M06	3.777
02 Albacete	Overnight stays	Residents in Spain	2021M05	2.023
02 Albacete	Overnight stays	Residents in Spain	2021M04	1.204
02 Albacete	Overnight stays	Residents in Spain	2021M03	534
02 Albacete	Overnight stays	Residents in Spain	2021M02	105
02 Albacete	Overnight stays	Residents in Spain	2021M01	.
02 Albacete	Overnight stays	Residents in Spain	2020M12	568
02 Albacete	Overnight stays	Residents in Spain	2020M11	386
02 Albacete	Overnight stays	Residents in Spain	2020M10	3.085
02 Albacete	Overnight stays	Residents in Spain	2020M09	2.649
02 Albacete	Overnight stays	Residents in Spain	2020M08	8.790
02 Albacete	Overnight stays	Residents in Spain	2020M07	4.029
02 Albacete	Overnight stays	Residents in Spain	2020M06	1.469
02 Albacete	Overnight stays	Residents in Spain	2020M05	.
02 Albacete	Overnight stays	Residents in Spain	2020M04	0
02 Albacete	Overnight stays	Residents in Spain	2020M03	587
02 Albacete	Overnight stays	Residents in Spain	2020M02	891
02 Albacete	Overnight stays	Residents in Spain	2020M01	1.274
02 Albacete	Overnight stays	Residents in Spain	2019M12	3.357
02 Albacete	Overnight stays	Residents in Spain	2019M11	2.254
02 Albacete	Overnight stays	Residents in Spain	2019M10	3.328
02 Albacete	Overnight stays	Residents in Spain	2019M09	3.034
02 Albacete	Overnight stays	Residents in Spain	2019M08	9.632
02 Albacete	Overnight stays	Residents in Spain	2019M07	5.063
02 Albacete	Overnight stays	Residents in Spain	2019M06	4.259
02 Albacete	Overnight stays	Residents in Spain	2019M05	3.288
02 Albacete	Overnight stays	Residents in Spain	2019M04	5.798
02 Albacete	Overnight stays	Residents in Spain	2019M03	2.200
02 Albacete	Overnight stays	Residents in Spain	2019M02	1.017
02 Albacete	Overnight stays	Residents in Spain	2019M01	451
02 Albacete	Overnight stays	Residents in Spain	2018M12	3.693
02 Albacete	Overnight stays	Residents in Spain	2018M11	1.966
02 Albacete	Overnight stays	Residents in Spain	2018M10	3.702
02 Albacete	Overnight stays	Residents in Spain	2018M09	2.683
02 Albacete	Overnight stays	Residents in Spain	2018M08	9.357
02 Albacete	Overnight stays	Residents in Spain	2018M07	5.279
02 Albacete	Overnight stays	Residents in Spain	2018M06	3.328
02 Albacete	Overnight stays	Residents in Spain	2018M05	2.104
02 Albacete	Overnight stays	Residents in Spain	2018M04	2.799
02 Albacete	Overnight stays	Residents in Spain	2018M03	2.318
02 Albacete	Overnight stays	Residents in Spain	2018M02	1.555
02 Albacete	Overnight stays	Residents in Spain	2018M01	1.302
02 Albacete	Overnight stays	Residents in Spain	2017M12	4.377
02 Albacete	Overnight stays	Residents in Spain	2017M11	2.561
02 Albacete	Overnight stays	Residents in Spain	2017M10	3.713
02 Albacete	Overnight stays	Residents in Spain	2017M09	3.455
02 Albacete	Overnight stays	Residents in Spain	2017M08	7.278
02 Albacete	Overnight stays	Residents in Spain	2017M07	4.313
02 Albacete	Overnight stays	Residents in Spain	2017M06	2.841
02 Albacete	Overnight stays	Residents in Spain	2017M05	2.210
02 Albacete	Overnight stays	Residents in Spain	2017M04	4.945
02 Albacete	Overnight stays	Residents in Spain	2017M03	1.915
02 Albacete	Overnight stays	Residents in Spain	2017M02	1.112
02 Albacete	Overnight stays	Residents in Spain	2017M01	953
02 Albacete	Overnight stays	Residents in Spain	2016M12	2.058
02 Albacete	Overnight stays	Residents in Spain	2016M11	2.124
02 Albacete	Overnight stays	Residents in Spain	2016M10	2.918
02 Albacete	Overnight stays	Residents in Spain	2016M09	2.346
02 Albacete	Overnight stays	Residents in Spain	2016M08	8.199
02 Albacete	Overnight stays	Residents in Spain	2016M07	4.169
02 Albacete	Overnight stays	Residents in Spain	2016M06	2.263
02 Albacete	Overnight stays	Residents in Spain	2016M05	1.804
02 Albacete	Overnight stays	Residents in Spain	2016M04	1.672
02 Albacete	Overnight stays	Residents in Spain	2016M03	2.223
02 Albacete	Overnight stays	Residents in Spain	2016M02	1.359
02 Albacete	Overnight stays	Residents in Spain	2016M01	1.373
02 Albacete	Overnight stays	Residents in Spain	2015M12	2.602
02 Albacete	Overnight stays	Residents in Spain	2015M11	1.377
02 Albacete	Overnight stays	Residents in Spain	2015M10	2.177
02 Albacete	Overnight stays	Residents in Spain	2015M09	1.905
02 Albacete	Overnight stays	Residents in Spain	2015M08	7.733
02 Albacete	Overnight stays	Residents in Spain	2015M07	2.832
02 Albacete	Overnight stays	Residents in Spain	2015M06	1.895
02 Albacete	Overnight stays	Residents in Spain	2015M05	1.906
02 Albacete	Overnight stays	Residents in Spain	2015M04	2.172
02 Albacete	Overnight stays	Residents in Spain	2015M03	1.684
02 Albacete	Overnight stays	Residents in Spain	2015M02	1.329
02 Albacete	Overnight stays	Residents in Spain	2015M01	502
02 Albacete	Overnight stays	Residents in Spain	2014M12	2.685
02 Albacete	Overnight stays	Residents in Spain	2014M11	1.949
02 Albacete	Overnight stays	Residents in Spain	2014M10	2.665
02 Albacete	Overnight stays	Residents in Spain	2014M09	2.060
02 Albacete	Overnight stays	Residents in Spain	2014M08	7.248
02 Albacete	Overnight stays	Residents in Spain	2014M07	3.238
02 Albacete	Overnight stays	Residents in Spain	2014M06	2.587
02 Albacete	Overnight stays	Residents in Spain	2014M05	1.823
02 Albacete	Overnight stays	Residents in Spain	2014M04	2.760
02 Albacete	Overnight stays	Residents in Spain	2014M03	1.413
02 Albacete	Overnight stays	Residents in Spain	2014M02	742
02 Albacete	Overnight stays	Residents in Spain	2014M01	866
02 Albacete	Overnight stays	Residents in Spain	2013M12	""
02 Albacete	Overnight stays	Residents in Spain	2013M11	""
02 Albacete	Overnight stays	Residents in Spain	2013M10	""
02 Albacete	Overnight stays	Residents in Spain	2013M09	""
02 Albacete	Overnight stays	Residents in Spain	2013M08	""
02 Albacete	Overnight stays	Residents in Spain	2013M07	""
02 Albacete	Overnight stays	Residents in Spain	2013M06	""
02 Albacete	Overnight stays	Residents in Spain	2013M05	""
02 Albacete	Overnight stays	Residents in Spain	2013M04	""
02 Albacete	Overnight stays	Residents in Spain	2013M03	""
02 Albacete	Overnight stays	Residents in Spain	2013M02	""
02 Albacete	Overnight stays	Residents in Spain	2013M01	""
02 Albacete	Overnight stays	Residents in Spain	2012M12	""
02 Albacete	Overnight stays	Residents in Spain	2012M11	""
02 Albacete	Overnight stays	Residents in Spain	2012M10	""
02 Albacete	Overnight stays	Residents in Spain	2012M09	""
02 Albacete	Overnight stays	Residents in Spain	2012M08	""
02 Albacete	Overnight stays	Residents in Spain	2012M07	""
02 Albacete	Overnight stays	Residents in Spain	2012M06	""
02 Albacete	Overnight stays	Residents in Spain	2012M05	""
02 Albacete	Overnight stays	Residents in Spain	2012M04	""
02 Albacete	Overnight stays	Residents in Spain	2012M03	""
02 Albacete	Overnight stays	Residents in Spain	2012M02	""
02 Albacete	Overnight stays	Residents in Spain	2012M01	""
02 Albacete	Overnight stays	Residents in Spain	2011M12	""
02 Albacete	Overnight stays	Residents in Spain	2011M11	""
02 Albacete	Overnight stays	Residents in Spain	2011M10	""
02 Albacete	Overnight stays	Residents in Spain	2011M09	""
02 Albacete	Overnight stays	Residents in Spain	2011M08	""
02 Albacete	Overnight stays	Residents in Spain	2011M07	""
02 Albacete	Overnight stays	Residents in Spain	2011M06	""
02 Albacete	Overnight stays	Residents in Spain	2011M05	""
02 Albacete	Overnight stays	Residents in Spain	2011M04	""
02 Albacete	Overnight stays	Residents in Spain	2011M03	""
02 Albacete	Overnight stays	Residents in Spain	2011M02	""
02 Albacete	Overnight stays	Residents in Spain	2011M01	""
02 Albacete	Overnight stays	Residents in Spain	2010M12	""
02 Albacete	Overnight stays	Residents in Spain	2010M11	""
02 Albacete	Overnight stays	Residents in Spain	2010M10	""
02 Albacete	Overnight stays	Residents in Spain	2010M09	""
02 Albacete	Overnight stays	Residents in Spain	2010M08	""
02 Albacete	Overnight stays	Residents in Spain	2010M07	""
02 Albacete	Overnight stays	Residents in Spain	2010M06	""
02 Albacete	Overnight stays	Residents in Spain	2010M05	""
02 Albacete	Overnight stays	Residents in Spain	2010M04	""
02 Albacete	Overnight stays	Residents in Spain	2010M03	""
02 Albacete	Overnight stays	Residents in Spain	2010M02	""
02 Albacete	Overnight stays	Residents in Spain	2010M01	""
02 Albacete	Overnight stays	Residents in Spain	2009M12	""
02 Albacete	Overnight stays	Residents in Spain	2009M11	""
02 Albacete	Overnight stays	Residents in Spain	2009M10	""
02 Albacete	Overnight stays	Residents in Spain	2009M09	""
02 Albacete	Overnight stays	Residents in Spain	2009M08	""
02 Albacete	Overnight stays	Residents in Spain	2009M07	""
02 Albacete	Overnight stays	Residents in Spain	2009M06	""
02 Albacete	Overnight stays	Residents in Spain	2009M05	""
02 Albacete	Overnight stays	Residents in Spain	2009M04	""
02 Albacete	Overnight stays	Residents in Spain	2009M03	""
02 Albacete	Overnight stays	Residents in Spain	2009M02	""
02 Albacete	Overnight stays	Residents in Spain	2009M01	""
02 Albacete	Overnight stays	Residents in Spain	2008M12	""
02 Albacete	Overnight stays	Residents in Spain	2008M11	""
02 Albacete	Overnight stays	Residents in Spain	2008M10	""
02 Albacete	Overnight stays	Residents in Spain	2008M09	""
02 Albacete	Overnight stays	Residents in Spain	2008M08	""
02 Albacete	Overnight stays	Residents in Spain	2008M07	""
02 Albacete	Overnight stays	Residents in Spain	2008M06	""
02 Albacete	Overnight stays	Residents in Spain	2008M05	""
02 Albacete	Overnight stays	Residents in Spain	2008M04	""
02 Albacete	Overnight stays	Residents in Spain	2008M03	""
02 Albacete	Overnight stays	Residents in Spain	2008M02	""
02 Albacete	Overnight stays	Residents in Spain	2008M01	""
02 Albacete	Overnight stays	Residents in Spain	2007M12	""
02 Albacete	Overnight stays	Residents in Spain	2007M11	""
02 Albacete	Overnight stays	Residents in Spain	2007M10	""
02 Albacete	Overnight stays	Residents in Spain	2007M09	""
02 Albacete	Overnight stays	Residents in Spain	2007M08	""
02 Albacete	Overnight stays	Residents in Spain	2007M07	""
02 Albacete	Overnight stays	Residents in Spain	2007M06	""
02 Albacete	Overnight stays	Residents in Spain	2007M05	""
02 Albacete	Overnight stays	Residents in Spain	2007M04	""
02 Albacete	Overnight stays	Residents in Spain	2007M03	""
02 Albacete	Overnight stays	Residents in Spain	2007M02	""
02 Albacete	Overnight stays	Residents in Spain	2007M01	""
02 Albacete	Overnight stays	Residents in Spain	2006M12	""
02 Albacete	Overnight stays	Residents in Spain	2006M11	""
02 Albacete	Overnight stays	Residents in Spain	2006M10	""
02 Albacete	Overnight stays	Residents in Spain	2006M09	""
02 Albacete	Overnight stays	Residents in Spain	2006M08	""
02 Albacete	Overnight stays	Residents in Spain	2006M07	""
02 Albacete	Overnight stays	Residents in Spain	2006M06	""
02 Albacete	Overnight stays	Residents in Spain	2006M05	""
02 Albacete	Overnight stays	Residents in Spain	2006M04	""
02 Albacete	Overnight stays	Residents in Spain	2006M03	""
02 Albacete	Overnight stays	Residents in Spain	2006M02	""
02 Albacete	Overnight stays	Residents in Spain	2006M01	""
02 Albacete	Overnight stays	Residents in Spain	2005M12	""
02 Albacete	Overnight stays	Residents in Spain	2005M11	""
02 Albacete	Overnight stays	Residents in Spain	2005M10	""
02 Albacete	Overnight stays	Residents in Spain	2005M09	""
02 Albacete	Overnight stays	Residents in Spain	2005M08	""
02 Albacete	Overnight stays	Residents in Spain	2005M07	""
02 Albacete	Overnight stays	Residents in Spain	2005M06	""
02 Albacete	Overnight stays	Residents in Spain	2005M05	""
02 Albacete	Overnight stays	Residents in Spain	2005M04	""
02 Albacete	Overnight stays	Residents in Spain	2005M03	""
02 Albacete	Overnight stays	Residents in Spain	2005M02	""
02 Albacete	Overnight stays	Residents in Spain	2005M01	""
02 Albacete	Overnight stays	Residents abroad	2025M08	13
02 Albacete	Overnight stays	Residents abroad	2025M07	154
02 Albacete	Overnight stays	Residents abroad	2025M06	26
02 Albacete	Overnight stays	Residents abroad	2025M05	192
02 Albacete	Overnight stays	Residents abroad	2025M04	331
02 Albacete	Overnight stays	Residents abroad	2025M03	134
02 Albacete	Overnight stays	Residents abroad	2025M02	48
02 Albacete	Overnight stays	Residents abroad	2025M01	0
02 Albacete	Overnight stays	Residents abroad	2024M12	814
02 Albacete	Overnight stays	Residents abroad	2024M11	565
02 Albacete	Overnight stays	Residents abroad	2024M10	761
02 Albacete	Overnight stays	Residents abroad	2024M09	416
02 Albacete	Overnight stays	Residents abroad	2024M08	137
02 Albacete	Overnight stays	Residents abroad	2024M07	179
02 Albacete	Overnight stays	Residents abroad	2024M06	233
02 Albacete	Overnight stays	Residents abroad	2024M05	259
02 Albacete	Overnight stays	Residents abroad	2024M04	228
02 Albacete	Overnight stays	Residents abroad	2024M03	188
02 Albacete	Overnight stays	Residents abroad	2024M02	197
02 Albacete	Overnight stays	Residents abroad	2024M01	71
02 Albacete	Overnight stays	Residents abroad	2023M12	35
02 Albacete	Overnight stays	Residents abroad	2023M11	115
02 Albacete	Overnight stays	Residents abroad	2023M10	142
02 Albacete	Overnight stays	Residents abroad	2023M09	215
02 Albacete	Overnight stays	Residents abroad	2023M08	114
02 Albacete	Overnight stays	Residents abroad	2023M07	89
02 Albacete	Overnight stays	Residents abroad	2023M06	147
02 Albacete	Overnight stays	Residents abroad	2023M05	52
02 Albacete	Overnight stays	Residents abroad	2023M04	197
02 Albacete	Overnight stays	Residents abroad	2023M03	162
02 Albacete	Overnight stays	Residents abroad	2023M02	93
02 Albacete	Overnight stays	Residents abroad	2023M01	263
02 Albacete	Overnight stays	Residents abroad	2022M12	242
02 Albacete	Overnight stays	Residents abroad	2022M11	244
02 Albacete	Overnight stays	Residents abroad	2022M10	270
02 Albacete	Overnight stays	Residents abroad	2022M09	443
02 Albacete	Overnight stays	Residents abroad	2022M08	73
02 Albacete	Overnight stays	Residents abroad	2022M07	96
02 Albacete	Overnight stays	Residents abroad	2022M06	154
02 Albacete	Overnight stays	Residents abroad	2022M05	310
02 Albacete	Overnight stays	Residents abroad	2022M04	234
02 Albacete	Overnight stays	Residents abroad	2022M03	340
02 Albacete	Overnight stays	Residents abroad	2022M02	135
02 Albacete	Overnight stays	Residents abroad	2022M01	149
02 Albacete	Overnight stays	Residents abroad	2021M12	.
02 Albacete	Overnight stays	Residents abroad	2021M11	.
02 Albacete	Overnight stays	Residents abroad	2021M10	0
02 Albacete	Overnight stays	Residents abroad	2021M09	24
02 Albacete	Overnight stays	Residents abroad	2021M08	64
02 Albacete	Overnight stays	Residents abroad	2021M07	70
02 Albacete	Overnight stays	Residents abroad	2021M06	44
02 Albacete	Overnight stays	Residents abroad	2021M05	67
02 Albacete	Overnight stays	Residents abroad	2021M04	6
02 Albacete	Overnight stays	Residents abroad	2021M03	0
02 Albacete	Overnight stays	Residents abroad	2021M02	0
02 Albacete	Overnight stays	Residents abroad	2021M01	.
02 Albacete	Overnight stays	Residents abroad	2020M12	0
02 Albacete	Overnight stays	Residents abroad	2020M11	0
02 Albacete	Overnight stays	Residents abroad	2020M10	49
02 Albacete	Overnight stays	Residents abroad	2020M09	75
02 Albacete	Overnight stays	Residents abroad	2020M08	158
02 Albacete	Overnight stays	Residents abroad	2020M07	43
02 Albacete	Overnight stays	Residents abroad	2020M06	78
02 Albacete	Overnight stays	Residents abroad	2020M05	.
02 Albacete	Overnight stays	Residents abroad	2020M04	0
02 Albacete	Overnight stays	Residents abroad	2020M03	0
02 Albacete	Overnight stays	Residents abroad	2020M02	990
02 Albacete	Overnight stays	Residents abroad	2020M01	627
02 Albacete	Overnight stays	Residents abroad	2019M12	192
02 Albacete	Overnight stays	Residents abroad	2019M11	149
02 Albacete	Overnight stays	Residents abroad	2019M10	243
02 Albacete	Overnight stays	Residents abroad	2019M09	117
02 Albacete	Overnight stays	Residents abroad	2019M08	393
02 Albacete	Overnight stays	Residents abroad	2019M07	501
02 Albacete	Overnight stays	Residents abroad	2019M06	378
02 Albacete	Overnight stays	Residents abroad	2019M05	267
02 Albacete	Overnight stays	Residents abroad	2019M04	58
02 Albacete	Overnight stays	Residents abroad	2019M03	160
02 Albacete	Overnight stays	Residents abroad	2019M02	56
02 Albacete	Overnight stays	Residents abroad	2019M01	46
02 Albacete	Overnight stays	Residents abroad	2018M12	43
02 Albacete	Overnight stays	Residents abroad	2018M11	6
02 Albacete	Overnight stays	Residents abroad	2018M10	133
02 Albacete	Overnight stays	Residents abroad	2018M09	140
02 Albacete	Overnight stays	Residents abroad	2018M08	138
02 Albacete	Overnight stays	Residents abroad	2018M07	127
02 Albacete	Overnight stays	Residents abroad	2018M06	530
02 Albacete	Overnight stays	Residents abroad	2018M05	294
02 Albacete	Overnight stays	Residents abroad	2018M04	19
02 Albacete	Overnight stays	Residents abroad	2018M03	221
02 Albacete	Overnight stays	Residents abroad	2018M02	301
02 Albacete	Overnight stays	Residents abroad	2018M01	235
02 Albacete	Overnight stays	Residents abroad	2017M12	39
02 Albacete	Overnight stays	Residents abroad	2017M11	145
02 Albacete	Overnight stays	Residents abroad	2017M10	226
02 Albacete	Overnight stays	Residents abroad	2017M09	116
02 Albacete	Overnight stays	Residents abroad	2017M08	140
02 Albacete	Overnight stays	Residents abroad	2017M07	17
02 Albacete	Overnight stays	Residents abroad	2017M06	65
02 Albacete	Overnight stays	Residents abroad	2017M05	35
02 Albacete	Overnight stays	Residents abroad	2017M04	85
02 Albacete	Overnight stays	Residents abroad	2017M03	197
02 Albacete	Overnight stays	Residents abroad	2017M02	4
02 Albacete	Overnight stays	Residents abroad	2017M01	42
02 Albacete	Overnight stays	Residents abroad	2016M12	7
02 Albacete	Overnight stays	Residents abroad	2016M11	0
02 Albacete	Overnight stays	Residents abroad	2016M10	32
02 Albacete	Overnight stays	Residents abroad	2016M09	109
02 Albacete	Overnight stays	Residents abroad	2016M08	0
