Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M07	122.866
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M06	38.533
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M05	32.107
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M04	52.252
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M03	21.412
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M02	15.121
National Total	13 Madrid, Comunidad de	Overnight stays	Total		2000M01	10.978
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M12	16.718
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M11	14.259
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M10	19.658
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M09	38.035
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M08	122.209
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M07	85.795
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M06	35.142
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M05	26.747
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M04	42.377
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M03	23.666
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M02	14.300
National Total	13 Madrid, Comunidad de	Overnight stays	Total		1999M01	12.126
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M09	100.328
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M08	153.289
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M07	139.997
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M06	115.404
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M05	80.806
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M04	67.097
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M03	39.888
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M02	34.784
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2025M01	32.339
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M12	54.341
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M11	46.095
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M10	64.984
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M09	91.696
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M08	177.034
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M07	137.759
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M06	107.699
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M05	84.112
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M04	57.176
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M03	64.574
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M02	40.613
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2024M01	31.825
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M12	52.951
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M11	42.291
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M10	70.372
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M09	69.288
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M08	192.386
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M07	150.355
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M06	105.373
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M05	61.365
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M04	85.586
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M03	50.171
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M02	38.304
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2023M01	35.117
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M12	43.436
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M11	42.560
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M10	76.612
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M09	71.217
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M08	179.978
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M07	161.423
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M06	107.739
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M05	67.855
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M04	70.568
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M03	41.503
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M02	46.447
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2022M01	36.512
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M12	50.057
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M11	45.133
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M10	73.585
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M09	85.973
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M08	205.822
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M07	141.453
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M06	87.950
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M05	78.712
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M04	74.422
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M03	64.874
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M02	24.427
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2021M01	14.076
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M12	42.222
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M11	38.303
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M10	44.935
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M09	58.405
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M08	132.834
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M07	125.997
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M06	64.145
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M05	.
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M04	0
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M03	8.220
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M02	34.689
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2020M01	30.851
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M12	43.379
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M11	35.864
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M10	54.217
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M09	64.725
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M08	158.761
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M07	133.340
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M06	87.068
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M05	46.980
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M04	56.418
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M03	45.429
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M02	28.168
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2019M01	26.074
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M12	40.795
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M11	42.020
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M10	45.896
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M09	71.460
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M08	165.123
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M07	134.209
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M06	62.711
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M05	45.653
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M04	47.034
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M03	44.878
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M02	20.125
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2018M01	26.278
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M12	39.998
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M11	30.019
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M10	54.204
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M09	79.503
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M08	160.432
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M07	129.816
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M06	72.831
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M05	54.613
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M04	67.468
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M03	43.893
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M02	26.651
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M01	27.873
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M12	32.859
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M11	27.049
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M10	44.459
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M09	63.900
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M08	160.517
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M07	124.687
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M06	61.131
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M05	48.943
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M04	36.755
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M03	55.838
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M02	22.091
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M01	22.607
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M12	24.649
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M11	27.932
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M10	37.332
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M09	53.512
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M08	149.866
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M07	133.246
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M06	67.515
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M05	49.692
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M04	47.394
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M03	25.177
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M02	18.375
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M01	15.472
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M12	22.809
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M11	20.956
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M10	25.786
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M09	40.693
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M08	130.966
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M07	101.054
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M06	44.781
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M05	35.768
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M04	33.261
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M03	19.649
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M02	15.451
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M01	13.161
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M12	17.586
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M11	19.037
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M10	22.786
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M09	32.502
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M08	123.426
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M07	101.376
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M06	41.418
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M05	35.916
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M04	19.693
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M03	37.521
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M02	14.132
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M01	11.661
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M12	18.582
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M11	17.431
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M10	22.811
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M09	40.381
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M08	116.555
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M07	100.974
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M06	49.720
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M05	34.697
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M04	33.677
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M03	24.464
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M02	15.644
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M01	13.667
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M12	22.476
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M11	15.479
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M10	26.545
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M09	45.756
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M08	125.051
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M07	108.340
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M06	50.676
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M05	33.592
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M04	36.746
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M03	23.949
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M02	14.605
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M01	12.372
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M12	19.521
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M11	14.144
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M10	27.537
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M09	40.061
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M08	125.370
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M07	101.063
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M06	48.714
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M05	33.553
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M04	32.149
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M03	27.093
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M02	18.922
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M01	12.103
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M12	18.577
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M11	17.251
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M10	27.467
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M09	34.737
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M08	130.851
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M07	92.729
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M06	45.249
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M05	38.698
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M04	45.654
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M03	28.447
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M02	15.674
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M01	15.111
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M12	23.215
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M11	24.584
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M10	26.279
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M09	34.562
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M08	131.924
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M07	109.525
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M06	47.910
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M05	41.004
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M04	28.465
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M03	40.930
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M02	18.122
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M01	15.476
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M12	23.752
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M11	26.436
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M10	31.537
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M09	43.945
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M08	143.729
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M07	115.923
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M06	49.641
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M05	30.592
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M04	44.205
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M03	22.121
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M02	14.453
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M01	12.681
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M12	19.317
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M11	16.535
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M10	24.277
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M09	37.462
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M08	128.805
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M07	101.635
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M06	43.425
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M05	32.991
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M04	45.263
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M03	21.701
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M02	13.683
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M01	12.255
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M12	16.694
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M11	14.248
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M10	22.982
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M09	35.980
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M08	129.474
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M07	107.396
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M06	43.650
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M05	30.510
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M04	24.575
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M03	33.750
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M02	14.521
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M01	10.913
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M12	16.148
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M11	17.455
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M10	26.006
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M09	37.801
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M08	129.409
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M07	103.195
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M06	39.770
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M05	29.791
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M04	44.265
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M03	25.118
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M02	14.804
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M01	13.238
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M12	17.352
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M11	16.602
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M10	23.010
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M09	41.864
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M08	143.021
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M07	91.391
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M06	43.782
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M05	33.685
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M04	33.759
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M03	19.287
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M02	15.379
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2003M01	10.928
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M12	12.072
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M11	15.339
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M10	14.929
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M09	33.009
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M08	167.546
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M07	108.456
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M06	37.084
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M05	27.479
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M04	25.693
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M03	53.090
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M02	15.804
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2002M01	14.331
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M12	16.421
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M11	19.269
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M10	20.956
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M09	28.024
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M08	138.685
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M07	102.960
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M06	41.571
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M05	26.602
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2001M04	55.101
